C
C  Ground state configurations and ionization energies of free atoms of
 74 W  19 O3 5p3/2  4  4.52195E+01  4.10000E+01  3.68000E+01  8.33730E-01  0.00000E+00
 74 W  15 N6 4f5/2  6  4.49286E+01  3.80000E+01  3.36000E+01  0.00000E+00  1.00000E-01
 74 W  16 N7 4f7/2  8  4.25188E+01  3.60000E+01  3.13400E+01  0.00000E+00  6.00000E-02
 74 W  20 O4 5d3/2  4  7.97015E+00  8.66700E+00  4.11700E+00  0.00000E+00  0.00000E+00
 74 W  24 P1 6s1/2  2  7.60506E+00  8.66700E+00  4.11700E+00  0.00000E+00  0.00000E+00
 75 Re  1 K  1s1/2  2  7.18575E+04  7.16810E+04  7.16760E+04  4.13349E+01  4.22000E+01
 75 Re  2 L1 2s1/2  2  1.25084E+04  1.25320E+04  1.25270E+04  1.26659E+01  6.70000E+00
 75 Re  3 L2 2p1/2  2  1.19937E+04  1.19630E+04  1.19590E+04  4.81500E+00  4.95000E+00
 75 Re  4 L3 2p3/2  4  1.05377E+04  1.05400E+04  1.05350E+04  4.76270E+00  4.95000E+00
 75 Re  5 M1 3s1/2  2  2.91193E+03  2.93700E+03  2.93200E+03  1.76921E+01  1.46000E+01
 75 Re  6 M2 3p1/2  2  2.67772E+03  2.68600E+03  2.68200E+03  1.18032E+01  8.40000E+00
 75 Re  7 M3 3p3/2  4  2.36001E+03  2.37100E+03  2.36700E+03  1.03999E+01  6.90000E+00
 75 Re  8 M4 3d3/2  4  1.96138E+03  1.95300E+03  1.94900E+03  2.47202E+00  1.79000E+00
 75 Re  9 M5 3d5/2  6  1.89193E+03  1.88700E+03  1.88300E+03  1.79186E+00  1.79000E+00
 75 Re 10 N1 4s1/2  2  6.15756E+02  6.29000E+02  6.25400E+02  1.46359E+01  7.50000E+00
 75 Re 11 N2 4p1/2  2  5.16730E+02  5.22000E+02  5.18700E+02  1.36526E+01  5.90000E+00
 75 Re 12 N3 4p3/2  4  4.42180E+02  4.50000E+02  4.46800E+02  9.95287E+00  4.40000E+00
 75 Re 13 N4 4d3/2  4  2.77838E+02  2.78000E+02  2.73900E+02  7.48031E+00  4.10000E+00
 75 Re 14 N5 4d5/2  6  2.63908E+02  2.64000E+02  2.60500E+02  7.01716E+00  3.90000E+00
 75 Re 17 O1 5s1/2  2  9.12576E+01  8.60000E+01  8.30000E+01  8.30755E+00  0.00000E+00
 75 Re 18 O2 5p1/2  2  6.06582E+01  5.60000E+01  4.56000E+01  3.46154E+00  0.00000E+00
 75 Re 15 N6 4f5/2  6  5.50378E+01  4.70000E+01  4.29000E+01  0.00000E+00  1.50000E-01
 75 Re 19 O3 5p3/2  4  4.90477E+01  4.50000E+01  3.46000E+01  2.15623E+00  0.00000E+00
 75 Re 16 N7 4f7/2  8  5.23429E+01  4.50000E+01  4.03100E+01  0.00000E+00  1.10000E-01
 75 Re 20 O4 5d3/2  4  9.27717E+00  9.60000E+00  4.88000E+00  0.00000E+00  0.00000E+00
 75 Re 21 O5 5d5/2  1  8.24570E+00  8.75000E+00  4.03000E+00  0.00000E+00  0.00000E+00
 75 Re 24 P1 6s1/2  2  7.98768E+00  8.75000E+00  4.03000E+00  0.00000E+00  0.00000E+00
 76 Os  1 K  1s1/2  2  7.40677E+04  7.38760E+04  7.38710E+04  4.36155E+01  4.46000E+01
 76 Os  2 L1 2s1/2  2  1.29502E+04  1.29720E+04  1.29680E+04  1.31150E+01  7.20000E+00
 76 Os  3 L2 2p1/2  2  1.24244E+04  1.23900E+04  1.23850E+04  4.95240E+00  5.09000E+00
 76 Os  4 L3 2p3/2  4  1.08760E+04  1.08760E+04  1.08710E+04  4.90550E+00  5.09000E+00
 76 Os  5 M1 3s1/2  2  3.03040E+03  3.05400E+03  3.04900E+03  1.79807E+01  1.47000E+01
 76 Os  6 M2 3p1/2  2  2.79059E+03  2.79700E+03  2.79200E+03  1.20612E+01  8.60000E+00
 76 Os  7 M3 3p3/2  4  2.45137E+03  2.46100E+03  2.45700E+03  1.07172E+01  7.50000E+00
 76 Os  8 M4 3d3/2  4  2.04420E+03  2.03500E+03  2.03100E+03  2.39930E+00  1.89000E+00
 76 Os  9 M5 3d5/2  6  1.97021E+03  1.96400E+03  1.96000E+03  1.88594E+00  1.89000E+00
 76 Os 10 N1 4s1/2  2  6.48061E+02  6.60000E+02  6.58200E+02  1.48490E+01  7.70000E+00
 76 Os 11 N2 4p1/2  2  5.46077E+02  5.51000E+02  5.49100E+02  1.36957E+01  6.00000E+00
 76 Os 12 N3 4p3/2  4  4.65914E+02  4.73000E+02  4.70700E+02  9.85537E+00  4.60000E+00
 76 Os 13 N4 4d3/2  4  2.96755E+02  2.95000E+02  2.93100E+02  7.68129E+00  4.10000E+00
 76 Os 14 N5 4d5/2  6  2.81741E+02  2.80000E+02  2.78500E+02  7.13442E+00  3.90000E+00
 76 Os 17 O1 5s1/2  2  9.79009E+01  9.20000E+01  8.40000E+01  1.07931E+01  0.00000E+00
 76 Os 18 O2 5p1/2  2  6.57851E+01  6.10000E+01  5.80000E+01  4.80176E+00  0.00000E+00
 76 Os 15 N6 4f5/2  6  6.56855E+01  5.60000E+01  5.34000E+01  0.00000E+00  2.20000E-01
 76 Os 16 N7 4f7/2  8  6.26854E+01  5.40000E+01  5.07000E+01  0.00000E+00  1.80000E-01
 76 Os 19 O3 5p3/2  4  5.28731E+01  4.90000E+01  4.45000E+01  3.47884E+00  0.00000E+00
 76 Os 20 O4 5d3/2  4  1.05904E+01  9.60000E+00  3.67000E+00  0.00000E+00  0.00000E+00
 76 Os 21 O5 5d5/2  2  9.38012E+00  8.86700E+00  2.93700E+00  0.00000E+00  0.00000E+00
 76 Os 24 P1 6s1/2  2  8.33980E+00  8.86700E+00  2.93700E+00  0.00000E+00  0.00000E+00
 77 Ir  1 K  1s1/2  2  7.63220E+04  7.61150E+04  7.61110E+04  4.59813E+01  4.70000E+01
 77 Ir  2 L1 2s1/2  2  1.34028E+04  1.34220E+04  1.34190E+04  1.31429E+01  7.90000E+00
 77 Ir  3 L2 2p1/2  2  1.28656E+04  1.28280E+04  1.28240E+04  5.09720E+00  5.23000E+00
 77 Ir  4 L3 2p3/2  4  1.12200E+04  1.12190E+04  1.12150E+04  5.05870E+00  5.24000E+00
 77 Ir  5 M1 3s1/2  2  3.15218E+03  3.17500E+03  3.17400E+03  1.82073E+01  1.48000E+01
 77 Ir  6 M2 3p1/2  2  2.90669E+03  2.91200E+03  2.90900E+03  1.22615E+01  8.90000E+00
 77 Ir  7 M3 3p3/2  4  2.54475E+03  2.55400E+03  2.55100E+03  1.09799E+01  8.00000E+00
 77 Ir  8 M4 3d3/2  4  2.12897E+03  2.11900E+03  2.11600E+03  2.27876E+00  1.99000E+00
 77 Ir  9 M5 3d5/2  6  2.05022E+03  2.04400E+03  2.04000E+03  1.98687E+00  1.99000E+00
 77 Ir 10 N1 4s1/2  2  6.81431E+02  6.93000E+02  6.91100E+02  1.50361E+01  8.00000E+00
 77 Ir 11 N2 4p1/2  2  5.76441E+02  5.81000E+02  5.77800E+02  1.37079E+01  6.10000E+00
 77 Ir 12 N3 4p3/2  4  4.90301E+02  4.97000E+02  4.95800E+02  9.74614E+00  4.75000E+00
 77 Ir 13 N4 4d3/2  4  3.16274E+02  3.14000E+02  3.11900E+02  7.94207E+00  4.10000E+00
 77 Ir 14 N5 4d5/2  6  3.00109E+02  2.98000E+02  2.96300E+02  7.21868E+00  4.00000E+00
 77 Ir 17 O1 5s1/2  2  1.04674E+02  9.90000E+01  9.52000E+01  1.32791E+01  0.00000E+00
 77 Ir 15 N6 4f5/2  6  7.68553E+01  6.70000E+01  6.38000E+01  0.00000E+00  3.10000E-01
 77 Ir 18 O2 5p1/2  2  7.10185E+01  6.60000E+01  6.30000E+01  6.14189E+00  0.00000E+00
 77 Ir 16 N7 4f7/2  8  7.35292E+01  6.40000E+01  6.08000E+01  0.00000E+00  2.70000E-01
 77 Ir 19 O3 5p3/2  4  5.67068E+01  5.30000E+01  4.80000E+01  4.80135E+00  0.00000E+00
 77 Ir 20 O4 5d3/2  4  1.19146E+01  9.60000E+00  4.13000E+00  0.00000E+00  0.00000E+00
 77 Ir 21 O5 5d5/2  3  1.05130E+01  9.60000E+00  4.13000E+00  0.00000E+00  0.00000E+00
 77 Ir 24 P1 6s1/2  2  8.66860E+00  9.26700E+00  3.79700E+00  0.00000E+00  0.00000E+00
 78 Pt  1 K  1s1/2  2  7.86178E+04  7.83990E+04  7.83950E+04  4.84516E+01  4.95000E+01
 78 Pt  2 L1 2s1/2  2  1.38630E+04  1.38830E+04  1.38800E+04  1.33818E+01  8.80000E+00
 78 Pt  3 L2 2p1/2  2  1.33144E+04  1.32770E+04  1.32730E+04  5.24440E+00  5.38000E+00
 78 Pt  4 L3 2p3/2  4  1.15665E+04  1.15670E+04  1.15640E+04  5.21150E+00  5.39000E+00
 78 Pt  5 M1 3s1/2  2  3.27402E+03  3.30000E+03  3.29600E+03  1.84593E+01  1.49000E+01
 78 Pt  6 M2 3p1/2  2  3.02277E+03  3.03000E+03  3.02700E+03  1.24900E+01  9.20000E+00
 78 Pt  7 M3 3p3/2  4  2.63685E+03  2.64900E+03  2.64500E+03  1.11937E+01  8.30000E+00
 78 Pt  8 M4 3d3/2  4  2.21238E+03  2.20600E+03  2.20200E+03  2.18910E+00  2.08000E+00
 78 Pt  9 M5 3d5/2  6  2.12865E+03  2.12600E+03  2.12200E+03  2.08315E+00  2.08000E+00
 78 Pt 10 N1 4s1/2  2  7.12596E+02  7.27000E+02  7.25400E+02  1.53513E+01  8.25000E+00
 78 Pt 11 N2 4p1/2  2  6.04551E+02  6.12000E+02  6.09100E+02  1.36471E+01  6.25000E+00
 78 Pt 12 N3 4p3/2  4  5.12054E+02  5.22000E+02  5.19400E+02  9.63838E+00  4.90000E+00
 78 Pt 13 N4 4d3/2  4  3.33106E+02  3.35000E+02  3.31600E+02  8.03856E+00  4.10000E+00
 78 Pt 14 N5 4d5/2  6  3.15720E+02  3.18000E+02  3.14600E+02  7.25865E+00  3.95000E+00
 78 Pt 17 O1 5s1/2  2  1.08496E+02  1.06000E+02  1.01700E+02  1.57651E+01  0.00000E+00
 78 Pt 15 N6 4f5/2  6  8.52685E+01  7.80000E+01  7.45000E+01  3.63617E-01  3.50000E-01
 78 Pt 16 N7 4f7/2  8  8.15956E+01  7.50000E+01  7.12000E+01  3.11966E-01  3.10000E-01
 78 Pt 18 O2 5p1/2  2  7.33752E+01  7.10000E+01  6.53000E+01  7.48201E+00  0.00000E+00
 78 Pt 19 O3 5p3/2  4  5.76930E+01  5.70000E+01  5.17000E+01  6.12386E+00  0.00000E+00
 78 Pt 20 O4 5d3/2  4  1.09782E+01  9.60000E+00  3.96000E+00  0.00000E+00  0.00000E+00
 78 Pt 21 O5 5d5/2  5  9.46152E+00  9.60000E+00  3.96000E+00  0.00000E+00  0.00000E+00
 78 Pt 24 P1 6s1/2  1  8.07243E+00  9.00000E+00  3.36000E+00  0.00000E+00  0.00000E+00
 79 Au  1 K  1s1/2  2  8.09623E+04  8.07290E+04  8.07250E+04  5.10162E+01  5.21000E+01
 79 Au  2 L1 2s1/2  2  1.43376E+04  1.43560E+04  1.43530E+04  1.35950E+01  9.80000E+00
 79 Au  3 L2 2p1/2  2  1.37773E+04  1.37380E+04  1.37340E+04  5.40050E+00  5.53000E+00
 79 Au  4 L3 2p3/2  4  1.19219E+04  1.19230E+04  1.19190E+04  5.37180E+00  5.54000E+00
 79 Au  5 M1 3s1/2  2  3.40235E+03  3.43000E+03  3.42500E+03  1.86664E+01  1.50000E+01
 79 Au  6 M2 3p1/2  2  3.14527E+03  3.15300E+03  3.14800E+03  1.27078E+01  9.50000E+00
 79 Au  7 M3 3p3/2  4  2.73406E+03  2.74800E+03  2.74300E+03  1.08649E+01  8.50000E+00
 79 Au  8 M4 3d3/2  4  2.30084E+03  2.29500E+03  2.29100E+03  2.23557E+00  2.18000E+00
 79 Au  9 M5 3d5/2  6  2.21188E+03  2.21000E+03  2.20600E+03  2.18223E+00  2.18000E+00
 79 Au 10 N1 4s1/2  2  7.47918E+02  7.64000E+02  7.62100E+02  1.55994E+01  8.50000E+00
 79 Au 11 N2 4p1/2  2  6.36771E+02  6.45000E+02  6.42700E+02  1.36103E+01  6.40000E+00
 79 Au 12 N3 4p3/2  4  5.37518E+02  5.48000E+02  5.46300E+02  9.51201E+00  5.05000E+00
 79 Au 13 N4 4d3/2  4  3.53604E+02  3.57000E+02  3.53200E+02  8.12235E+00  4.10000E+00
 79 Au 14 N5 4d5/2  6  3.34926E+02  3.39000E+02  3.35100E+02  7.27722E+00  3.90000E+00
 79 Au 17 O1 5s1/2  2  1.15394E+02  1.14000E+02  1.07200E+02  1.84251E+01  0.00000E+00
 79 Au 15 N6 4f5/2  6  9.72551E+01  9.10000E+01  8.76000E+01  3.89680E-01  3.70000E-01
 79 Au 16 N7 4f7/2  8  9.32119E+01  8.70000E+01  8.40000E+01  3.34929E-01  3.30000E-01
 79 Au 18 O2 5p1/2  2  7.86867E+01  7.60000E+01  7.42000E+01  8.49024E+00  0.00000E+00
 79 Au 19 O3 5p3/2  4  6.14023E+01  6.10000E+01  5.72000E+01  8.30678E+00  0.00000E+00
 79 Au 20 O4 5d3/2  4  1.21683E+01  1.25000E+01  7.12000E+00  0.00000E+00  0.00000E+00
 79 Au 21 O5 5d5/2  6  1.04375E+01  1.11000E+01  5.72000E+00  0.00000E+00  0.00000E+00
 79 Au 24 P1 6s1/2  1  8.32014E+00  9.23000E+00  3.85000E+00  0.00000E+00  0.00000E+00
 80 Hg  1 K  1s1/2  2  8.33564E+04  8.31080E+04  8.31020E+04  5.36762E+01  5.48000E+01
 80 Hg  2 L1 2s1/2  2  1.48273E+04  1.48450E+04  1.48390E+04  1.37750E+01  1.05000E+01
 80 Hg  3 L2 2p1/2  2  1.42553E+04  1.42140E+04  1.42090E+04  5.56020E+00  5.69000E+00
 80 Hg  4 L3 2p3/2  4  1.22867E+04  1.22880E+04  1.22840E+04  5.53630E+00  5.71000E+00
 80 Hg  5 M1 3s1/2  2  3.53781E+03  3.56700E+03  3.56200E+03  1.88777E+01  1.51000E+01
 80 Hg  6 M2 3p1/2  2  3.27481E+03  3.28300E+03  3.27900E+03  1.29268E+01  9.80000E+00
 80 Hg  7 M3 3p3/2  4  2.83694E+03  2.85200E+03  2.84700E+03  1.01104E+01  8.60000E+00
 80 Hg  8 M4 3d3/2  4  2.39491E+03  2.39000E+03  2.38500E+03  2.30483E+00  2.28000E+00
 80 Hg  9 M5 3d5/2  6  2.30049E+03  2.30000E+03  2.29500E+03  2.28045E+00  2.28000E+00
 80 Hg 10 N1 4s1/2  2  7.87968E+02  8.06000E+02  8.02200E+02  1.51386E+01  8.80000E+00
 80 Hg 11 N2 4p1/2  2  6.73675E+02  6.83000E+02  6.80200E+02  1.36665E+01  6.55000E+00
 80 Hg 12 N3 4p3/2  4  5.67248E+02  5.79000E+02  5.76600E+02  9.36159E+00  5.30000E+00
 80 Hg 13 N4 4d3/2  4  3.78324E+02  3.82000E+02  3.78200E+02  8.14805E+00  4.00000E+00
 80 Hg 14 N5 4d5/2  6  3.58278E+02  3.63000E+02  3.58800E+02  7.27080E+00  3.85000E+00
 80 Hg 17 O1 5s1/2  2  1.25893E+02  1.25000E+02  1.27000E+02  2.07601E+01  0.00000E+00
 80 Hg 15 N6 4f5/2  6  1.13367E+02  1.07000E+02  1.04000E+02  3.32233E-01  3.30000E-01
 80 Hg 16 N7 4f7/2  8  1.08928E+02  1.03000E+02  9.98200E+01  3.10322E-01  3.10000E-01
 80 Hg 18 O2 5p1/2  2  8.74786E+01  8.50000E+01  8.31000E+01  8.92177E+00  0.00000E+00
 80 Hg 19 O3 5p3/2  4  6.83292E+01  6.80000E+01  6.45000E+01  9.82980E+00  0.00000E+00
 80 Hg 20 O4 5d3/2  4  1.59835E+01  1.40000E+01  9.60000E+00  0.00000E+00  0.00000E+00
 80 Hg 21 O5 5d5/2  6  1.39244E+01  1.17710E+01  7.80000E+00  0.00000E+00  0.00000E+00
 80 Hg 24 P1 6s1/2  2  9.56573E+00  1.04000E+01  5.92000E+00  0.00000E+00  0.00000E+00
 81 Tl  1 K  1s1/2  2  8.58000E+04  8.55360E+04  8.55300E+04  5.64479E+01  5.76000E+01
 81 Tl  2 L1 2s1/2  2  1.53310E+04  1.53500E+04  1.53470E+04  1.39034E+01  1.11000E+01
 81 Tl  3 L2 2p1/2  2  1.47470E+04  1.47040E+04  1.46980E+04  5.72840E+00  5.87000E+00
 81 Tl  4 L3 2p3/2  4  1.26596E+04  1.26620E+04  1.26580E+04  5.70640E+00  5.89000E+00
 81 Tl  5 M1 3s1/2  2  3.67909E+03  3.71000E+03  3.70400E+03  1.90434E+01  1.51000E+01
 81 Tl  6 M2 3p1/2  2  3.41011E+03  3.42000E+03  3.41600E+03  1.31331E+01  1.01000E+01
 81 Tl  7 M3 3p3/2  4  2.94413E+03  2.96100E+03  2.95700E+03  1.03272E+01  8.70000E+00
 81 Tl  8 M4 3d3/2  4  2.49322E+03  2.49000E+03  2.48500E+03  2.40978E+00  2.38000E+00
 81 Tl  9 M5 3d5/2  6  2.39308E+03  2.39400E+03  2.38900E+03  2.37973E+00  2.38000E+00
 81 Tl 10 N1 4s1/2  2  8.31413E+02  8.52000E+02  8.46200E+02  1.51518E+01  9.10000E+00
 81 Tl 11 N2 4p1/2  2  7.13926E+02  7.26000E+02  7.20500E+02  1.37458E+01  6.70000E+00
 81 Tl 12 N3 4p3/2  4  5.99882E+02  6.15000E+02  6.09500E+02  9.22737E+00  5.60000E+00
 81 Tl 13 N4 4d3/2  4  4.05903E+02  4.11000E+02  4.05700E+02  8.09706E+00  3.90000E+00
 81 Tl 14 N5 4d5/2  6  3.84410E+02  3.91000E+02  3.85000E+02  7.23837E+00  3.80000E+00
 81 Tl 17 O1 5s1/2  2  1.38768E+02  1.39000E+02  1.36000E+02  2.34101E+01  0.00000E+00
 81 Tl 15 N6 4f5/2  6  1.32245E+02  1.27000E+02  1.22200E+02  2.90108E-01  2.90000E-01
 81 Tl 16 N7 4f7/2  8  1.27385E+02  1.23000E+02  1.17700E+02  2.66636E-01  2.70000E-01
 81 Tl 18 O2 5p1/2  2  9.86057E+01  9.80000E+01  9.46000E+01  9.16940E+00  0.00000E+00
 81 Tl 19 O3 5p3/2  4  7.74247E+01  7.90000E+01  7.35000E+01  1.15501E+01  0.00000E+00
 81 Tl 20 O4 5d3/2  4  2.18521E+01  2.10000E+01  1.47000E+01  0.00000E+00  0.00000E+00
 81 Tl 21 O5 5d5/2  6  1.94193E+01  1.90000E+01  1.25000E+01  0.00000E+00  0.00000E+00
 81 Tl 24 P1 6s1/2  2  1.19828E+01  8.00000E+00  4.16000E+00  0.00000E+00  0.00000E+00
 81 Tl 25 P2 6p1/2  1  5.22295E+00  6.11000E+00  2.27000E+00  0.00000E+00  0.00000E+00
 82 Pb  1 K  1s1/2  2  8.82919E+04  8.80110E+04  8.80050E+04  5.93294E+01  6.06000E+01
 82 Pb  2 L1 2s1/2  2  1.58469E+04  1.58670E+04  1.58610E+04  1.38533E+01  1.18000E+01
 82 Pb  3 L2 2p1/2  2  1.52509E+04  1.52060E+04  1.52000E+04  5.90120E+00  5.04000E+00
 82 Pb  4 L3 2p3/2  4  1.30385E+04  1.30410E+04  1.30350E+04  5.88120E+00  6.07000E+00
 82 Pb  5 M1 3s1/2  2  3.82418E+03  3.85700E+03  3.85100E+03  1.92024E+01  1.52000E+01
 82 Pb  6 M2 3p1/2  2  3.54912E+03  3.56000E+03  3.55400E+03  1.33236E+01  1.04000E+01
 82 Pb  7 M3 3p3/2  4  3.05353E+03  3.07200E+03  3.06600E+03  1.05843E+01  8.70000E+00
 82 Pb  8 M4 3d3/2  4  2.59366E+03  2.59200E+03  2.58600E+03  2.51184E+00  2.48000E+00
 82 Pb  9 M5 3d5/2  6  2.48755E+03  2.49000E+03  2.48400E+03  2.47979E+00  2.48000E+00
 82 Pb 10 N1 4s1/2  2  8.76153E+02  8.99000E+02  8.91800E+02  1.53080E+01  9.35000E+00
 82 Pb 11 N2 4p1/2  2  7.55424E+02  7.69000E+02  7.61900E+02  1.39611E+01  6.90000E+00
 82 Pb 12 N3 4p3/2  4  6.33298E+02  6.51000E+02  6.43500E+02  9.13906E+00  5.80000E+00
 82 Pb 13 N4 4d3/2  4  4.34219E+02  4.41000E+02  4.34300E+02  7.80257E+00  3.80000E+00
 82 Pb 14 N5 4d5/2  6  4.11199E+02  4.19000E+02  4.12200E+02  7.14395E+00  3.80000E+00
 82 Pb 17 O1 5s1/2  2  1.51881E+02  1.53000E+02  1.47000E+02  2.61941E+01  0.00000E+00
 82 Pb 15 N6 4f5/2  6  1.51763E+02  1.48000E+02  1.41700E+02  2.56023E-01  2.60000E-01
 82 Pb 16 N7 4f7/2  8  1.46456E+02  1.44000E+02  1.36820E+02  2.32061E-01  2.30000E-01
 82 Pb 18 O2 5p1/2  2  1.09930E+02  1.11000E+02  1.06400E+02  8.00413E+00  0.00000E+00
 82 Pb 19 O3 5p3/2  4  8.65413E+01  9.00000E+01  8.33000E+01  1.33671E+01  0.00000E+00
 82 Pb 20 O4 5d3/2  4  2.77300E+01  2.70000E+01  2.07000E+01  0.00000E+00  0.00000E+00
 82 Pb 21 O5 5d5/2  6  2.48999E+01  2.50000E+01  1.81000E+01  0.00000E+00  0.00000E+00
 82 Pb 24 P1 6s1/2  2  1.43005E+01  1.00000E+01  5.75000E+00  0.00000E+00  0.00000E+00
 82 Pb 25 P2 6p1/2  2  6.45239E+00  7.42000E+00  3.17000E+00  0.00000E+00  0.00000E+00
 83 Bi  1 K  1s1/2  2  9.08341E+04  9.05340E+04  9.05260E+04  6.23247E+01  6.36000E+01
 83 Bi  2 L1 2s1/2  2  1.63764E+04  1.63960E+04  1.63880E+04  1.40368E+01  1.23000E+01
 83 Bi  3 L2 2p1/2  2  1.57680E+04  1.57190E+04  1.57110E+04  6.08190E+00  6.22000E+00
 83 Bi  4 L3 2p3/2  4  1.34244E+04  1.34260E+04  1.34190E+04  6.06250E+00  6.27000E+00
 83 Bi  5 M1 3s1/2  2  3.97408E+03  4.00700E+03  3.99900E+03  1.93417E+01  1.52000E+01
 83 Bi  6 M2 3p1/2  2  3.69288E+03  3.70400E+03  3.69600E+03  1.35034E+01  1.07000E+01
 83 Bi  7 M3 3p3/2  4  3.16607E+03  3.18500E+03  3.17700E+03  1.08218E+01  8.60000E+00
 83 Bi  8 M4 3d3/2  4  2.69720E+03  2.69600E+03  2.68800E+03  2.61162E+00  2.58000E+00
 83 Bi  9 M5 3d5/2  6  2.58484E+03  2.58800E+03  2.58000E+03  2.58058E+00  2.58000E+00
 83 Bi 10 N1 4s1/2  2  9.23160E+02  9.46000E+02  9.39000E+02  1.54293E+01  9.60000E+00
 83 Bi 11 N2 4p1/2  2  7.99141E+02  8.13000E+02  8.05200E+02  1.41494E+01  7.20000E+00
 83 Bi 12 N3 4p3/2  4  6.68443E+02  6.87000E+02  6.78800E+02  9.08398E+00  5.95000E+00
 83 Bi 13 N4 4d3/2  4  4.64221E+02  4.72000E+02  4.64000E+02  7.69469E+00  3.80000E+00
 83 Bi 14 N5 4d5/2  6  4.39589E+02  4.48000E+02  4.40100E+02  7.01004E+00  3.80000E+00
 83 Bi 15 N6 4f5/2  6  1.72870E+02  1.70000E+02  1.62300E+02  2.18829E-01  2.20000E-01
 83 Bi 17 O1 5s1/2  2  1.66212E+02  1.67000E+02  1.59300E+02  2.81551E+01  0.00000E+00
 83 Bi 16 N7 4f7/2  8  1.67087E+02  1.65000E+02  1.57000E+02  2.00356E-01  2.00000E-01
 83 Bi 18 O2 5p1/2  2  1.22437E+02  1.25000E+02  1.19000E+02  8.17337E+00  0.00000E+00
 83 Bi 19 O3 5p3/2  4  9.66618E+01  1.01000E+02  9.26000E+01  1.50691E+01  0.00000E+00
 83 Bi 20 O4 5d3/2  4  3.45816E+01  3.40000E+01  2.69000E+01  0.00000E+00  0.00000E+00
 83 Bi 21 O5 5d5/2  6  3.13206E+01  3.20000E+01  2.38000E+01  0.00000E+00  0.00000E+00
 83 Bi 24 P1 6s1/2  2  1.71596E+01  1.20000E+01  7.66000E+00  0.00000E+00  0.00000E+00
 83 Bi 25 P2 6p1/2  2  8.18284E+00  7.29000E+00  2.95000E+00  0.00000E+00  0.00000E+00
 83 Bi 26 P3 6p3/2  1  6.01701E+00  7.29000E+00  2.95000E+00  0.00000E+00  0.00000E+00
 84 Po  1 K  1s1/2  2  9.34270E+04  9.31060E+04  9.31050E+04  6.54245E+01  6.68000E+01
 84 Po  2 L1 2s1/2  2  1.69188E+04  1.69370E+04  1.69390E+04  1.41930E+01  1.27000E+01
 84 Po  3 L2 2p1/2  2  1.62980E+04  1.62440E+04  1.62440E+04  6.26820E+00  6.41000E+00
 84 Po  4 L3 2p3/2  4  1.38164E+04  1.38160E+04  1.38140E+04  6.24930E+00  6.46000E+00
 84 Po  5 M1 3s1/2  2  4.12810E+03  4.16100E+03  4.14900E+03  1.94523E+01  1.53000E+01
 84 Po  6 M2 3p1/2  2  3.84065E+03  3.85200E+03  3.85400E+03  1.36995E+01  1.11000E+01
 84 Po  7 M3 3p3/2  4  3.28097E+03  3.30100E+03  3.30200E+03  1.09866E+01  8.50000E+00
 84 Po  8 M4 3d3/2  4  2.80303E+03  2.80200E+03  2.79800E+03  2.71650E+00  2.68000E+00
 84 Po  9 M5 3d5/2  6  2.68415E+03  2.68700E+03  2.68300E+03  2.67911E+00  2.68000E+00
 84 Po 10 N1 4s1/2  2  9.71654E+02  9.94000E+02  9.95000E+02  1.51136E+01  9.90000E+00
 84 Po 11 N2 4p1/2  2  8.44295E+02  8.58000E+02  8.51000E+02  1.43357E+01  7.35000E+00
 84 Po 12 N3 4p3/2  4  7.04511E+02  7.24000E+02  7.05000E+02  9.08622E+00  6.20000E+00
 84 Po 13 N4 4d3/2  4  4.95104E+02  5.03000E+02  5.00000E+02  7.57512E+00  3.90000E+00
 84 Po 14 N5 4d5/2  6  4.68773E+02  4.78000E+02  4.73000E+02  6.84713E+00  3.80000E+00
 84 Po 15 N6 4f5/2  6  1.94756E+02  1.93000E+02  1.84000E+02  1.90265E-01  1.90000E-01
 84 Po 16 N7 4f7/2  8  1.88470E+02  1.87000E+02  1.84000E+02  1.77552E-01  1.80000E-01
 84 Po 17 O1 5s1/2  2  1.80965E+02  1.81000E+02  1.77000E+02  2.95131E+01  0.00000E+00
 84 Po 18 O2 5p1/2  2  1.35334E+02  1.39000E+02  1.32000E+02  8.52981E+00  0.00000E+00
 84 Po 19 O3 5p3/2  4  1.06987E+02  1.12000E+02  1.04000E+02  1.67392E+01  0.00000E+00
 84 Po 20 O4 5d3/2  4  4.16353E+01  4.10000E+01  3.10000E+01  0.00000E+00  0.00000E+00
 84 Po 21 O5 5d5/2  6  3.79136E+01  3.80000E+01  3.10000E+01  0.00000E+00  0.00000E+00
 84 Po 24 P1 6s1/2  2  1.99954E+01  1.17150E+01  7.46500E+00  0.00000E+00  0.00000E+00
 84 Po 25 P2 6p1/2  2  9.97111E+00  1.17150E+01  7.46500E+00  0.00000E+00  0.00000E+00
 84 Po 26 P3 6p3/2  2  7.20262E+00  8.43000E+00  4.18000E+00  0.00000E+00  0.00000E+00
 85 At  1 K  1s1/2  2  9.60710E+04  9.57290E+04  9.57300E+04  6.86395E+01  7.00000E+01
 85 At  2 L1 2s1/2  2  1.74745E+04  1.74900E+04  1.74930E+04  1.43533E+01  1.30000E+01
 85 At  3 L2 2p1/2  2  1.68410E+04  1.67820E+04  1.67850E+04  6.46210E+00  6.60000E+00
